DATE      , MinT, MaxT, MnRH, MxRH, VPDM, VPDA, Rain,  FMH,  FMW,
11/11/2014,   53 ,   64 ,   66 ,   99 ,  692 ,  465 , 0.00 , 15.9 , 60.0 ,
11/12/2014,   54 ,   66 ,   51 ,   94 , 1069 ,  781 , 0.00 ,  7.2 , 60.0 ,
11/13/2014,   53 ,   66 ,   51 ,   96 , 1069 ,  477 , 0.00 , 11.3 , 60.0 ,
11/14/2014,   55 ,   70 ,   62 ,   99 ,  951 ,  518 , 0.01 ,  8.5 , 60.0 ,
11/15/2014,   54 ,   70 ,   62 ,   97 ,  951 ,  553 , 0.00 ,  9.5 , 60.0 ,
11/16/2014,   56 ,   67 ,    6 ,   95 , 2122 , 1731 , 0.00 ,  1.1 , 60.0 ,
11/17/2014,   59 ,   72 ,    5 ,    7 , 2545 , 1966 , 0.00 ,  1.1 , 60.0 ,
11/18/2014,   60 ,   78 ,    6 ,   11 , 3077 , 2185 , 0.00 ,  2.0 , 60.0 ,
11/19/2014,   55 ,   75 ,    9 ,   66 , 2696 , 1444 , 0.00 ,  4.3 , 60.0 ,
11/20/2014,   53 ,   72 ,   28 ,   88 , 1929 ,  764 , 0.00 ,  9.9 , 60.0 ,
11/21/2014,   52 ,   69 ,   31 ,   92 , 1669 , 1061 , 0.00 ,  4.9 , 60.0 ,
11/22/2014,   56 ,   69 ,   32 ,   63 , 1645 ,  910 , 0.00 ,  6.6 , 60.0 ,
11/23/2014,   57 ,   69 ,   13 ,   88 , 2104 , 1707 , 0.00 ,  2.3 , 60.0 ,
11/24/2014,   61 ,   70 ,    8 ,   13 , 2303 , 1887 , 0.00 ,  1.8 , 60.0 ,
11/25/2014,   63 ,   79 ,    7 ,   11 , 3146 , 2352 , 0.00 ,  1.4 , 60.0 ,
11/26/2014,   66 ,   86 ,    7 ,   12 , 3945 , 2738 , 0.00 ,  1.5 , 60.0 ,
11/27/2014,   73 ,   88 ,    7 ,   11 , 4204 , 3177 , 0.00 ,  1.4 , 60.0 ,
11/28/2014,   67 ,   89 ,    7 ,   14 , 4339 , 2904 , 0.00 ,  2.1 , 60.0 ,
11/29/2014,   60 ,   80 ,   12 ,   38 , 3076 , 1793 , 0.00 ,  4.7 , 60.0 ,
11/30/2014,   54 ,   71 ,   31 ,   98 , 1787 ,  565 , 0.13 , 35.0 , 60.0 ,
12/01/2014,   54 ,   64 ,   79 ,  100 ,  427 ,  326 , 0.92 , 16.2 , 60.0 ,
12/02/2014,   54 ,   64 ,   42 ,  100 , 1180 ,  442 , 0.44 , 35.0 , 60.0 ,
12/03/2014,   53 ,   60 ,  100 ,  100 ,    0 ,    0 , 1.18 , 35.0 , 60.0 ,
12/04/2014,   59 ,   70 ,   90 ,  100 ,  250 ,    0 , 0.19 , 21.8 , 60.0 ,
12/05/2014,   59 ,   70 ,   78 ,  100 ,  551 ,  499 , 0.00 , 17.4 , 60.0 ,
12/06/2014,   57 ,   70 ,   60 ,  100 , 1001 ,  406 , 0.00 ,  9.9 , 60.0 ,
12/07/2014,   61 ,   77 ,   39 ,   75 , 1932 , 1324 , 0.00 ,  5.6 , 60.0 ,
12/08/2014,   63 ,   80 ,   29 ,   58 , 2482 , 1692 , 0.00 ,  4.3 , 60.0 ,
12/09/2014,   63 ,   80 ,   24 ,   43 , 2656 , 1940 , 0.00 ,  3.7 , 60.0 ,
12/10/2014,   59 ,   76 ,   24 ,   50 , 2328 , 1238 , 0.00 ,  8.0 , 60.0 ,
12/11/2014,   55 ,   72 ,   35 ,  100 , 1741 ,  449 , 0.00 , 26.9 , 60.0 ,
12/13/2014,   50 ,   62 ,   46 ,  100 , 1024 ,  758 , 0.00 ,  6.7 , 60.0 ,
12/14/2014,   49 ,   65 ,   41 ,   84 , 1243 ,  559 , 0.00 ,  7.7 , 60.0 ,
12/15/2014,   50 ,   65 ,   52 ,   85 , 1011 ,  713 , 0.00 ,  7.4 , 60.0 ,
12/16/2014,   49 ,   62 ,   52 ,  100 ,  910 ,  441 , 0.40 , 17.7 , 60.0 ,
12/17/2014,   49 ,   60 ,   66 ,  100 ,  601 ,  410 , 0.59 ,  9.9 , 60.0 ,
12/18/2014,   48 ,   58 ,   53 ,   93 ,  773 ,  206 , 0.01 , 17.4 , 60.0 ,
12/19/2014,   50 ,   63 ,   53 ,  100 ,  923 ,  468 , 0.01 ,  8.5 , 60.0 ,
12/20/2014,   51 ,   63 ,   59 ,  100 ,  805 ,  358 , 0.00 ,  9.9 , 60.0 ,
12/21/2014,   53 ,   66 ,   55 ,  100 ,  982 ,  524 , 0.00 ,  8.5 , 60.0 ,
12/22/2014,   59 ,   76 ,   37 ,   61 , 1930 , 1287 , 0.00 ,  5.3 , 60.0 ,
12/23/2014,   68 ,   79 ,   19 ,   40 , 2740 , 2204 , 0.00 ,  3.1 , 60.0 ,
12/24/2014,   62 ,   79 ,   19 ,   31 , 2740 , 1901 , 0.00 ,  3.6 , 60.0 ,
12/25/2014,   47 ,   75 ,   22 ,   91 , 2311 , 1517 , 0.00 ,  4.5 , 60.0 ,
12/26/2014,   45 ,   55 ,   16 ,   37 , 1239 , 1028 , 0.00 ,  3.1 , 60.0 ,
12/27/2014,   45 ,   58 ,   15 ,   24 , 1398 , 1080 , 0.00 ,  2.9 , 60.0 ,
12/28/2014,   48 ,   61 ,   14 ,   46 , 1574 ,  857 , 0.00 ,  5.9 , 60.0 ,
12/29/2014,   44 ,   59 ,   39 ,   82 , 1040 ,  475 , 0.00 ,  7.6 , 60.0 ,
12/30/2014,   45 ,   59 ,   49 ,  100 ,  869 ,  791 , 0.00 ,  9.5 , 60.0 ,
12/31/2014,   38 ,   51 ,   16 ,   87 , 1070 ,  831 , 0.01 ,  3.2 , 60.0 ,
01/01/2015,   42 ,   55 ,   15 ,   43 , 1254 ,  658 , 0.00 ,  5.7 , 60.0 ,
01/02/2015,   42 ,   57 ,   37 ,   75 ,  999 ,  438 , 0.00 ,  7.9 , 60.0 ,
01/03/2015,   43 ,   59 ,   55 ,   95 ,  767 ,  444 , 0.00 ,  7.8 , 60.0 ,
01/04/2015,   47 ,   66 ,   40 ,   90 , 1309 ,  583 , 0.00 ,  7.0 , 60.0 ,
01/05/2015,   59 ,   73 ,   14 ,   56 , 2383 , 1791 , 0.00 ,  2.8 , 60.0 ,
01/06/2015,   67 ,   82 ,    8 ,   17 , 3432 , 2516 , 0.00 ,  1.9 , 60.0 ,
01/07/2015,   68 ,   85 ,   11 ,   19 , 3657 , 2520 , 0.00 ,  2.5 , 60.0 ,
01/08/2015,   62 ,   85 ,   15 ,   33 , 3493 , 2012 , 0.00 ,  4.2 , 60.0 ,
01/09/2015,   56 ,   76 ,   28 ,   67 , 2206 , 1254 , 0.00 ,  7.6 , 60.0 ,
01/10/2015,   53 ,   68 ,   38 ,   94 , 1449 ,  623 , 0.14 , 35.0 , 60.0 ,
01/11/2015,   53 ,   57 ,   86 ,  100 ,  222 ,   66 , 1.54 , 35.0 , 60.0 ,
01/12/2015,   52 ,   66 ,   63 ,  100 ,  807 ,  326 , 0.00 , 10.4 , 60.0 ,
01/13/2015,   49 ,   63 ,   57 ,  100 ,  845 ,  292 , 0.00 ,  9.8 , 60.0 ,
01/14/2015,   54 ,   66 ,   24 ,   74 , 1658 , 1318 , 0.00 ,  4.0 , 60.0 ,
01/15/2015,   56 ,   69 ,   22 ,   29 , 1887 , 1427 , 0.00 ,  3.6 , 60.0 ,
01/16/2015,   61 ,   75 ,   18 ,   30 , 2430 , 1709 , 0.00 ,  3.7 , 60.0 ,
01/17/2015,   59 ,   76 ,   14 ,   30 , 2634 , 1636 , 0.00 ,  3.6 , 60.0 ,
01/18/2015,   59 ,   76 ,   23 ,   37 , 2359 , 1476 , 0.00 ,  5.4 , 60.0 ,
01/19/2015,   59 ,   75 ,   32 ,   57 , 2015 , 1063 , 0.00 ,  7.3 , 60.0 ,
01/20/2015,   50 ,   73 ,   30 ,  100 , 1940 ,  514 , 0.00 , 16.5 , 60.0 ,
01/21/2015,   48 ,   66 ,   47 ,  100 , 1156 ,  678 , 0.00 ,  6.7 , 60.0 ,
01/22/2015,   60 ,   76 ,   10 ,   47 , 2757 , 2014 , 0.00 ,  2.1 , 60.0 ,
01/23/2015,   58 ,   76 ,    9 ,   14 , 2788 , 2023 , 0.00 ,  1.8 , 60.0 ,
01/24/2015,   63 ,   73 ,   10 ,   18 , 2494 , 2029 , 0.00 ,  2.6 , 60.0 ,
01/25/2015,   66 ,   79 ,   11 ,   17 , 3010 , 2373 , 0.00 ,  1.9 , 60.0 ,
01/26/2015,   63 ,   81 ,   11 ,   28 , 3214 , 2156 , 0.00 ,  4.0 , 60.0 ,
01/27/2015,   51 ,   79 ,   19 ,  100 , 2740 ,  818 , 0.16 ,  8.0 , 60.0 ,
01/28/2015,   56 ,   70 ,   39 ,   66 , 1527 , 1158 , 0.00 ,  7.0 , 60.0 ,
01/29/2015,   62 ,   69 ,   34 ,   52 , 1596 , 1379 , 0.00 ,  6.8 , 60.0 ,
01/30/2015,   57 ,   72 ,   31 ,   61 , 1848 , 1158 , 0.00 ,  8.3 , 60.0 ,
01/31/2015,   50 ,   66 ,   47 ,  100 , 1156 ,  429 , 0.00 ,  9.0 , 60.0 ,
02/01/2015,   59 ,   75 ,   28 ,   65 , 2133 , 1366 , 0.00 ,  5.0 , 60.0 ,
02/02/2015,   61 ,   76 ,   14 ,   39 , 2634 , 1524 , 0.00 ,  4.6 , 60.0 ,
02/03/2015,   57 ,   78 ,   26 ,   52 , 2422 , 1022 , 0.00 ,  7.2 , 60.0 ,
02/04/2015,   54 ,   75 ,   36 ,   67 , 1896 ,  830 , 0.00 ,  6.9 , 60.0 ,
02/05/2015,   59 ,   81 ,   19 ,   50 , 2925 , 1730 , 0.00 ,  3.8 , 60.0 ,
02/06/2015,   54 ,   81 ,   24 ,   65 , 2744 , 1445 , 0.00 ,  4.5 , 60.0 ,
02/07/2015,   52 ,   76 ,   18 ,   83 , 2512 ,  733 , 0.00 , 17.9 , 60.0 ,
02/08/2015,   55 ,   72 ,   62 ,  100 , 1018 ,  488 , 0.05 ,  8.5 , 60.0 ,
02/09/2015,   57 ,   76 ,   48 ,  100 , 1593 ,  848 , 0.00 ,  8.3 , 60.0 ,
02/10/2015,   59 ,   72 ,   31 ,   60 , 1848 , 1374 , 0.00 ,  4.8 , 60.0 ,
02/11/2015,   66 ,   77 ,   12 ,   32 , 2787 , 2251 , 0.00 ,  2.3 , 60.0 ,
02/12/2015,   66 ,   79 ,   12 ,   16 , 2977 , 2345 , 0.00 ,  2.1 , 60.0 ,
02/13/2015,   68 ,   86 ,    9 ,   16 , 3861 , 2831 , 0.00 ,  1.5 , 60.0 ,
02/14/2015,   68 ,   86 ,    9 ,   18 , 3861 , 2711 , 0.00 ,  2.2 , 60.0 ,
02/15/2015,   63 ,   84 ,   12 ,   27 , 3502 , 2110 , 0.00 ,  4.1 , 60.0 ,
02/16/2015,   57 ,   77 ,   25 ,   59 , 2375 ,  991 , 0.00 ,  8.2 , 60.0 ,
02/17/2015,   50 ,   71 ,   55 ,  100 , 1165 ,  524 , 0.00 ,  8.6 , 60.0 ,
02/18/2015,   51 ,   73 ,   54 ,  100 , 1275 ,  562 , 0.00 ,  8.0 , 60.0 ,
02/19/2015,   50 ,   76 ,   33 ,   92 , 2052 ,  631 , 0.00 ,  8.3 , 60.0 ,
02/20/2015,   51 ,   73 ,   45 ,  100 , 1524 ,  734 , 0.00 ,  8.1 , 60.0 ,
02/21/2015,   52 ,   68 ,   58 ,  100 ,  982 ,  724 , 0.00 , 10.4 , 60.0 ,
02/22/2015,   51 ,   62 ,   60 ,  100 ,  758 ,  471 , 0.00 , 17.2 , 60.0 ,
02/23/2015,   47 ,   60 ,   58 ,  100 ,  742 ,  417 , 0.41 ,  9.7 , 60.0 ,
02/24/2015,   49 ,   64 ,   26 ,   69 , 1505 , 1064 , 0.00 ,  4.2 , 60.0 ,
02/25/2015,   54 ,   70 ,   24 ,   57 , 1902 ,  956 , 0.00 ,  6.7 , 60.0 ,
02/26/2015,   51 ,   69 ,   44 ,   68 , 1355 ,  707 , 0.00 ,  9.8 , 60.0 ,
02/27/2015,   49 ,   66 ,   49 ,  100 , 1112 ,  544 , 0.00 , 13.0 , 60.0 ,
02/28/2015,   48 ,   63 ,   55 ,  100 ,  884 ,  675 , 0.00 ,  7.8 , 60.0 ,
03/01/2015,   45 ,   61 ,   51 ,  100 ,  897 ,  545 , 0.40 ,  7.3 , 60.0 ,
03/02/2015,   44 ,   61 ,   51 ,  100 ,  897 ,  346 , 0.64 ,  9.7 , 60.0 ,
03/03/2015,   44 ,   60 ,   52 ,  100 ,  848 ,  463 , 0.04 ,  8.3 , 60.0 ,
03/04/2015,   51 ,   66 ,   31 ,   59 , 1505 , 1047 , 0.00 ,  4.7 , 60.0 ,
03/05/2015,   55 ,   72 ,   14 ,   39 , 2304 , 1634 , 0.00 ,  2.5 , 60.0 ,
03/06/2015,   62 ,   77 ,   11 ,   17 , 2818 , 2113 , 0.00 ,  1.9 , 60.0 ,
03/07/2015,   67 ,   83 ,    9 ,   13 , 3506 , 2635 , 0.00 ,  1.7 , 60.0 ,
03/08/2015,   63 ,   82 ,    8 ,   54 , 3432 , 1480 , 0.00 ,  7.5 , 60.0 ,
03/09/2015,   48 ,   78 ,   20 ,   99 , 2618 ,  636 , 0.00 ,  7.5 , 60.0 ,
03/10/2015,   59 ,   81 ,   22 ,   70 , 2817 , 1845 , 0.00 ,  3.4 , 60.0 ,
03/11/2015,   61 ,   79 ,   11 ,   51 , 3010 , 1616 , 0.00 ,  7.7 , 60.0 ,
03/12/2015,   61 ,   77 ,   24 ,   45 , 2407 , 1747 , 0.00 ,  3.7 , 60.0 ,
03/13/2015,   70 ,   82 ,   13 ,   24 , 3245 , 2636 , 0.00 ,  2.2 , 60.0 ,
03/14/2015,   72 ,   90 ,   11 ,   16 , 4285 , 3159 , 0.00 ,  1.9 , 60.0 ,
03/15/2015,   74 ,   90 ,   11 ,   18 , 4285 , 3172 , 0.00 ,  2.3 , 60.0 ,
03/16/2015,   73 ,   89 ,   13 ,   22 , 4059 , 3076 , 0.00 ,  2.2 , 60.0 ,
03/17/2015,   66 ,   89 ,   13 ,   38 , 4059 , 2169 , 0.00 ,  6.1 , 60.0 ,
03/18/2015,   56 ,   75 ,   35 ,   97 , 1926 ,  751 , 0.00 , 11.6 , 60.0 ,
03/19/2015,   53 ,   68 ,   65 ,  100 ,  818 ,  417 , 0.00 ,  8.9 , 60.0 ,
03/20/2015,   54 ,   80 ,   31 ,  100 , 2412 , 1048 , 0.00 ,  5.5 , 60.0 ,
03/21/2015,   54 ,   82 ,   23 ,  100 , 2872 , 1051 , 0.00 ,  8.5 , 60.0 ,
03/22/2015,   52 ,   72 ,   58 ,  100 , 1125 ,  729 , 0.00 , 12.4 , 60.0 ,
03/23/2015,   51 ,   68 ,   57 ,  100 , 1005 ,  590 , 0.00 ,  8.9 , 60.0 ,
03/24/2015,   57 ,   73 ,   35 ,   64 , 1801 , 1143 , 0.00 ,  6.0 , 60.0 ,
03/25/2015,   61 ,   79 ,   23 ,   42 , 2605 , 1302 , 0.00 ,  5.7 , 60.0 ,
03/26/2015,   71 ,   90 ,   12 ,   40 , 4237 , 2937 , 0.00 ,  6.6 , 62.3 ,
03/27/2015,   70 ,   90 ,   11 ,   21 , 4285 , 2600 , 0.00 , 10.9 , 64.2 ,
03/28/2015,   66 ,   88 ,   10 ,   48 , 4069 , 2238 , 0.00 , 15.1 , 65.9 ,
03/29/2015,   61 ,   85 ,   12 ,   55 , 3616 , 1748 , 0.00 , 17.6 , 67.1 ,
03/30/2015,   59 ,   81 ,   22 ,   50 , 2817 , 1254 , 0.00 , 19.4 , 67.6 ,
03/31/2015,   55 ,   80 ,   28 ,   70 , 2517 ,  992 , 0.00 , 22.6 , 68.8 ,
04/01/2015,   52 ,   73 ,   50 ,  100 , 1385 ,  716 , 0.00 , 26.2 , 71.7 ,
04/02/2015,   52 ,   72 ,   19 ,   74 , 2170 ,  956 , 0.00 , 28.4 , 73.3 ,
04/03/2015,   63 ,   83 ,    9 ,   51 , 3506 , 2466 , 0.00 , 28.2 , 74.3 ,
04/04/2015,   64 ,   83 ,    9 ,   16 , 3506 , 2389 , 0.00 , 28.6 , 74.3 ,
04/05/2015,   51 ,   81 ,   12 ,   98 , 3178 , 1104 , 0.00 , 32.8 , 76.3 ,
04/06/2015,   46 ,   68 ,   49 ,   98 , 1192 ,  848 , 0.00 , 35.9 , 78.7 ,
04/07/2015,   45 ,   60 ,   41 ,   86 , 1042 ,  462 , 0.00 , 39.2 , 81.2 ,
04/08/2015,   44 ,   61 ,   36 ,  100 , 1171 ,  577 , 0.29 ,  6.7 , 87.4 ,
04/09/2015,   52 ,   72 ,   28 ,   50 , 1929 , 1233 , 0.00 ,  4.3 , 86.7 ,
04/10/2015,   50 ,   73 ,   28 ,   66 , 1995 ,  803 , 0.00 ,  8.0 , 87.1 ,
04/11/2015,   52 ,   67 ,   45 ,   66 , 1242 ,  767 , 0.00 ,  7.4 , 88.1 ,
04/12/2015,   52 ,   71 ,   42 ,   79 , 1502 ,  751 , 0.00 ,  6.6 , 87.9 ,
04/13/2015,   53 ,   74 ,   41 ,   99 , 1691 ,  720 , 0.00 ,  7.8 , 88.4 ,
04/14/2015,   49 ,   73 ,   52 ,  100 , 1330 ,  711 , 0.00 ,  7.6 , 90.6 ,
04/15/2015,   57 ,   75 ,    9 ,   60 , 2696 , 1977 , 0.00 ,  1.6 , 87.1 ,
04/16/2015,   60 ,   80 ,    7 ,   15 , 3251 , 2226 , 0.00 ,  1.9 , 84.9 ,
04/17/2015,   62 ,   79 ,    9 ,   25 , 3078 , 1755 , 0.00 ,  3.8 , 83.3 ,
04/18/2015,   60 ,   81 ,   10 ,   37 , 3250 , 1625 , 0.00 ,  5.4 , 82.0 ,
04/19/2015,   56 ,   77 ,   35 ,   57 , 2058 , 1078 , 0.00 ,  6.0 , 80.7 ,
04/20/2015,   48 ,   75 ,   32 ,  100 , 2015 ,  747 , 0.00 ,  8.1 , 80.8 ,
04/21/2015,   48 ,   65 ,   48 ,  100 , 1095 ,  666 , 0.00 ,  7.6 , 82.1 ,
04/22/2015,   49 ,   65 ,   48 ,   94 , 1095 ,  559 , 0.00 ,  9.8 , 83.0 ,
04/23/2015,   49 ,   65 ,   54 ,   89 ,  969 ,  647 , 0.00 ,  9.3 , 85.8 ,
04/24/2015,   51 ,   65 ,   53 ,   93 ,  990 ,  542 , 0.00 ,  8.2 , 89.0 ,
04/25/2015,   49 ,   65 ,   59 ,   99 ,  864 ,  475 , 0.00 , 16.4 , 92.8 ,
04/26/2015,   53 ,   72 ,   24 ,   88 , 2036 , 1144 , 0.00 ,  5.1 , 93.0 ,
04/27/2015,   65 ,   80 ,   10 ,   34 , 3146 , 2275 , 0.00 ,  2.5 , 89.1 ,
04/28/2015,   66 ,   89 ,   10 ,   28 , 4199 , 2714 , 0.00 ,  2.7 , 85.3 ,
04/29/2015,   70 ,   93 ,   10 ,   20 , 4758 , 3051 , 0.00 ,  2.0 , 81.5 ,
04/30/2015,   70 ,   94 ,    9 ,   26 , 4962 , 2721 , 0.00 ,  3.8 , 79.4 ,
05/01/2015,   69 ,   89 ,   10 ,   26 , 4199 , 2783 , 0.00 ,  2.6 , 77.4 ,
05/02/2015,   69 ,   88 ,   13 ,   24 , 3933 , 2547 , 0.00 ,  3.4 , 75.1 ,
05/03/2015,   50 ,   85 ,   15 ,   95 , 3493 , 1118 , 0.00 ,  7.7 , 75.5 ,
05/04/2015,   48 ,   69 ,   47 ,   99 , 1282 ,  547 , 0.00 ,  9.8 , 77.0 ,
05/05/2015,   49 ,   66 ,   56 ,  100 ,  960 ,  559 , 0.00 ,  9.9 , 79.3 ,
05/06/2015,   52 ,   64 ,   54 ,   85 ,  936 ,  738 , 0.00 ,  9.4 , 80.4 ,
05/07/2015,   49 ,   64 ,   50 ,   95 , 1017 ,  556 , 0.00 ,  8.1 , 83.3 ,
05/08/2015,   46 ,   62 ,   55 ,   94 ,  853 ,  403 , 0.01 , 16.1 , 87.2 ,
05/09/2015,   48 ,   63 ,   56 ,   93 ,  864 ,  501 , 0.00 ,  7.9 , 89.9 ,
05/10/2015,   51 ,   70 ,   48 ,   79 , 1302 ,  612 , 0.00 ,  7.3 , 90.0 ,
05/11/2015,   53 ,   77 ,   35 ,   96 , 2058 ,  860 , 0.00 ,  6.8 , 90.4 ,
05/12/2015,   52 ,   78 ,   29 ,  100 , 2324 , 1080 , 0.00 ,  8.5 , 90.9 ,
05/13/2015,   50 ,   68 ,   49 ,  100 , 1192 ,  715 , 0.00 ,  8.3 , 92.8 ,
05/14/2015,   49 ,   66 ,   53 ,   92 , 1025 ,  463 , 0.05 , 20.9 , 96.6 ,
05/15/2015,   48 ,   57 ,   86 ,  100 ,  222 ,  240 , 0.58 , 20.9 ,109.7 ,
05/16/2015,   50 ,   66 ,   53 ,  100 , 1025 ,  445 , 0.00 ,  8.6 ,112.0 ,
05/17/2015,   51 ,   66 ,   55 ,  100 ,  982 ,  524 , 0.00 , 13.0 ,114.0 ,
05/18/2015,   51 ,   66 ,   52 ,   97 , 1047 ,  639 , 0.00 ,  7.3 ,114.9 ,
05/19/2015,   51 ,   69 ,   50 ,   83 , 1209 ,  757 , 0.00 ,  7.9 ,114.6 ,
05/20/2015,   51 ,   67 ,   48 ,   77 , 1174 ,  664 , 0.00 ,  7.3 ,114.1 ,
05/21/2015,   50 ,   67 ,   47 ,  100 , 1197 ,  730 , 0.00 ,  9.3 ,115.2 ,
05/22/2015,   51 ,   68 ,   45 ,   81 , 1285 ,  790 , 0.00 ,  8.6 ,111.6 ,
05/23/2015,   50 ,   66 ,   49 ,   91 , 1112 ,  620 , 0.00 ,  7.5 ,112.3 ,
05/24/2015,   50 ,   68 ,   47 ,   94 , 1239 ,  648 , 0.00 ,  7.2 ,112.8 ,
05/25/2015,   50 ,   68 ,   51 ,  100 , 1145 ,  493 , 0.00 , 13.8 ,113.7 ,
05/26/2015,   53 ,   67 ,   59 ,  100 ,  926 ,  572 , 0.00 , 13.5 ,115.1 ,
05/27/2015,   51 ,   68 ,   57 ,  100 , 1005 ,  418 , 0.00 ,  8.5 ,116.7 ,
05/28/2015,   50 ,   69 ,   60 ,  100 ,  968 ,  373 , 0.00 , 11.2 ,117.8 ,
05/29/2015,   52 ,   74 ,   52 ,  100 , 1375 ,  539 , 0.00 ,  7.7 ,117.0 ,
05/30/2015,   56 ,   81 ,   39 ,  100 , 2203 ,  969 , 0.00 ,  9.8 ,117.7 ,
05/31/2015,   53 ,   81 ,   39 ,  100 , 2203 ,  901 , 0.00 ,  8.1 ,118.3 ,
06/01/2015,   52 ,   73 ,   53 ,  100 , 1302 ,  592 , 0.00 ,  7.4 ,118.9 ,
06/02/2015,   53 ,   74 ,   49 ,  100 , 1461 ,  632 , 0.00 ,  7.7 ,119.5 ,
06/03/2015,   54 ,   75 ,   52 ,  100 , 1422 ,  519 , 0.00 , 26.9 ,120.4 ,
06/04/2015,   54 ,   70 ,   61 ,  100 ,  976 ,  613 , 0.00 , 16.3 ,121.2 ,
06/05/2015,   55 ,   70 ,   56 ,   93 , 1101 ,  775 , 0.00 ,  7.8 ,120.1 ,
06/06/2015,   51 ,   68 ,   56 ,  100 , 1028 ,  519 , 0.00 , 11.3 ,121.2 ,
06/07/2015,   52 ,   78 ,   47 ,  100 , 1735 ,  711 , 0.00 ,  6.7 ,121.9 ,
06/08/2015,   57 ,   97 ,   12 ,   95 , 5261 , 2533 , 0.00 ,  2.7 ,120.3 ,
06/09/2015,   68 ,   98 ,   11 ,   54 , 5485 , 2670 , 0.05 ,  8.5 ,120.5 ,
06/10/2015,   60 ,   78 ,   42 ,  100 , 1898 ,  732 , 0.01 , 26.8 ,121.6 ,
06/11/2015,   55 ,   72 ,   69 ,  100 ,  830 ,  398 , 0.01 , 15.7 ,123.4 ,
06/12/2015,   56 ,   72 ,   66 ,  100 ,  911 ,  346 , 0.00 , 19.6 ,123.6 ,
06/13/2015,   57 ,   67 ,   78 ,  100 ,  497 ,  210 , 0.02 , 26.8 ,127.3 ,
06/14/2015,   57 ,   74 ,   72 ,  100 ,  802 ,  270 , 0.01 ,  9.6 ,129.6 ,
06/15/2015,   56 ,   77 ,   54 ,  100 , 1457 ,  661 , 0.00 ,  9.9 ,130.4 ,
06/16/2015,   59 ,   83 ,   40 ,  100 , 2312 , 1089 , 0.00 ,  7.8 ,130.4 ,
06/17/2015,   58 ,   83 ,   36 ,   84 , 2466 , 1125 , 0.00 ,  9.1 ,128.8 ,
06/18/2015,   63 ,   86 ,   30 ,   64 , 2970 , 1700 , 0.00 ,  6.4 ,125.5 ,
06/19/2015,   68 ,   88 ,   24 ,   39 , 3436 , 2106 , 0.00 ,  6.0 ,121.3 ,
06/20/2015,   70 ,   91 ,   18 ,   49 , 4074 , 2046 , 0.00 ,  7.7 ,117.0 ,
06/21/2015,   62 ,   87 ,   32 ,   70 , 2978 , 1265 , 0.00 ,  7.5 ,114.2 ,
06/22/2015,   65 ,   81 ,   40 ,   76 , 2167 , 1392 , 0.00 ,  6.0 ,112.6 ,
06/23/2015,   64 ,   85 ,   31 ,   54 , 2835 , 1593 , 0.00 ,  5.8 ,109.9 ,
06/24/2015,   65 ,   86 ,   23 ,   54 , 3267 , 1722 , 0.00 ,  7.6 ,107.1 ,
06/25/2015,   61 ,   83 ,   30 ,   75 , 2697 , 1206 , 0.00 ,  6.8 ,105.3 ,
06/26/2015,   64 ,   84 ,   23 ,   54 , 3064 , 1615 , 0.00 ,  5.5 ,102.7 ,
06/27/2015,   66 ,   87 ,   22 ,   58 , 3416 , 1615 , 0.00 ,  9.6 ,100.1 ,
06/28/2015,   70 ,   92 ,   28 ,   57 , 3690 , 2291 , 0.00 ,  4.1 , 97.6 ,
06/29/2015,   76 ,   96 ,   17 ,   40 , 4813 , 2960 , 0.00 ,  4.3 , 94.6 ,
06/30/2015,   68 ,   93 ,   25 ,   61 , 3965 , 1887 , 0.00 ,  5.5 , 92.6 ,
07/01/2015,   73 ,   89 ,   15 ,   46 , 3966 , 2452 , 0.00 ,  5.5 , 90.2 ,
07/02/2015,   68 ,   89 ,   28 ,   65 , 3359 , 1926 , 0.00 ,  5.9 , 88.4 ,
07/03/2015,   62 ,   85 ,   25 ,   82 , 3082 , 1230 , 0.00 ,  6.6 , 87.8 ,
07/04/2015,   56 ,   87 ,   37 ,  100 , 2759 , 1090 , 0.00 ,  8.6 , 88.8 ,
07/05/2015,   57 ,   77 ,   52 ,  100 , 1520 ,  832 , 0.00 ,  8.5 , 90.4 ,
07/06/2015,   57 ,   74 ,   59 ,  100 , 1175 ,  611 , 0.00 , 12.0 , 92.6 ,
07/07/2015,   56 ,   74 ,   60 ,  100 , 1146 ,  460 , 0.00 , 17.3 , 94.7 ,
07/08/2015,   57 ,   71 ,   65 ,  100 ,  906 ,  386 , 0.00 , 18.6 , 97.5 ,
07/09/2015,   57 ,   72 ,   49 ,  100 , 1366 ,  846 , 0.00 ,  7.0 , 99.2 ,
07/10/2015,   57 ,   72 ,   49 ,   83 , 1366 ,  611 , 0.00 ,  8.8 , 99.7 ,
07/11/2015,   57 ,   74 ,   56 ,  100 , 1261 ,  795 , 0.00 ,  8.1 ,101.2 ,
07/12/2015,   58 ,   78 ,   49 ,   90 , 1669 ,  863 , 0.00 ,  7.7 ,101.3 ,
07/13/2015,   63 ,   85 ,   36 ,   68 , 2630 , 1544 , 0.00 ,  6.2 ,100.0 ,
07/14/2015,   61 ,   85 ,   25 ,   83 , 3082 , 1246 , 0.00 ,  7.7 , 99.0 ,
